id	name	rarity	description	requirements	effects	end
1893	The Draug have been driven awa	0	The Draug have been driven away! People find faith and hope anew! Some of their plunder was salvaged. People in the area are finding faith and hope anew! 	nomonster 2194|land 0|4700 1|code -87|code -87	code 0|unrest -20|incdom 3|gold 300|magicitem 2	
1894	The draugadrott gain power.	0	The draugadrott gain power.	4700 1|unique 2|land 0|mnr 2194|code -87	deathboost 1|waterboost 1|addequip 1	
1895	The draugadrott gain power.	0	The draugadrott gain power.	4700 1|unique 2|land 1|mnr 2194|code -87	deathboost 1|waterboost 1|addequip 1	
1896	The Sorcerous Idol has sent a 	0	The Sorcerous Idol has sent a demon to slay one of your commanders.	9600 1|commander 1|anycode -85	assassin 638	
1897	The Idol has cursed your advan	0	The Idol has cursed your advancing army!	9600 50|unique 2|mintroops 50|nearbycode -85	curse 20	
1898	The Idol has quested out with 	1	The Idol has quested out with its powerful force of will and struck one of your mages!	targpath1 53|targpath4 0|anycode -85	gainaff 33554432	
1899	The Idol has quested out with 	0	The Idol has quested out with its powerful force of will and struck one of your mages!	targpath1 53|targpath4 0|9600 50|unique 3|nearbycode -85	gainaff 33554432	
1900	The idol grants its followers 	0	The idol grants its followers boons. [Black Bow of Botulf]	9600 15|unique 2|4700 1|mnr 1|code -85	addequip 9	
1901	The idol grants its followers 	0	The idol grants its followers boons. [Flesh Eater]	9600 15|unique 2|4700 1|mnr 1|code -85	addequip 9	
1902	The idol grants its followers 	0	The idol grants its followers boons. [Horror Helmet]	9600 15|unique 2|4700 1|mnr 1|code -85	addequip 9	
1903	The idol grants its followers 	0	The idol grants its followers boons. [Ring of the Warrior]	9600 15|unique 2|4700 1|mnr 1|code -85	addequip 9	
1904	The Sorcerous Idol has sent a 	0	The Sorcerous Idol has sent a demon to slay one of your commanders.	9600 55|commander 1|unique 4|mintroops 10|nearbycode -85	assassin 638	
1905	Dead have risen to attack your	0	Dead have risen to attack your army! Surely, some sorcerous evil must be behind this.	9600 55|unique 2|mintroops 20|fort 0|nearbycode -85	4com -2|12d6units -2|12d6units -2	
1906	The Idol raises fallen warrior	0	The Idol raises fallen warriors to serve once more.	4700 1|9600 30|unique 3|code -73	A300 915|com 2194|deathboost 1|addequip 1|2d6units 2190	
1907	The Idol is behung with offeri	0	The Idol is behung with offerings. [Wound Fend Amulet]	4700 1|9600 30|unique 1|mnr 2449|code -73	addequip 9	
1908	A fleet of Dragon-headed ships	0	A fleet of Dragon-headed ships have been sighted at sea.	9600 3|coast 1|maxdef 19|anycode -73|code 0	code -74	
1909	A fleet of Dragon-headed ships	0	A fleet of Dragon-headed ships have been sighted at sea.	9600 2|coast 1|maxdef 19|anycode -85|8000 28|code 0	code -74	
1910	Northmen have attacked from th	0	Northmen have attacked from the sea! Among their numbers are undead warriors that put fear into the hearts of even the bravest of men.	maxdef 19|maxtroops 20|9600 80|code -74	code 0|com 2532|4d6units 2531|4d6units 2531|2com 2190|A300 2190	
1911	Northmen have attacked from th	0	Northmen have attacked from the sea! Among their numbers are undead warriors that put fear into the hearts of even the bravest of men.	coast 1|maxdef 19|9600 4|anycode -73|land 1	com 2532|4d6units 2531|4d6units 2531|2com 2190|1d6units 2190	
1912	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen and their pagan God! Your people cry your name in anguish while raiders from the sea bear down upon the land. The dead fight alongside their living kin!	9600 9|coast 1|maxdef 15|anycode -73	2com 2119|com 2532|gainaff 0|6d6units 2531|6d6units 2531|2com 2119	
1913	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	9600 10|mindef 20|code -74	code 0|incdom 3	
1914	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	9600 3|coast 1|mindef 20|anycode -73	incdom 3	
1915	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! Raiders have sailed up the river to pillage the poorly defended land. 	9600 7|freshwater 1|maxdef 10|noseason 3|anycode -73	com 2532|AB00 2531|4d6units 2533|2com 2533	
1916	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! A deadly cold rises from the sea when unhuman warriors come to slay the living, envious of their warmth.	9600 2|coast 1|maxdef 18|anycode -73	com 2194|A300 2190|6d6units 2119|2com 2190	
1917	The Idol is behung with offeri	0	The Idol is behung with offerings. [Effigy of War]	9600 20|unique 1|mnr 2449|code -73	addequip 9	
1918	The frozen seas have stopped t	13	The frozen seas have stopped the attacks from the northmen!	7F00 28|code -14	resetcode -14|resetcode -14|resetcode -14	
1919	The frozen seas have stopped t	13	The frozen seas have stopped the attacks from the northmen, forcing the Idol to consolidate its power in ##landname##.	7F00 28|code -73	code -85|revealprov 1	
1920	Demonic event, during Looming 	0	Demonic event, during Looming Hell.	7F00 42|9600 1|land 1|code 0	code -49|notext 1	
1921	Fertility event in forest, dur	0	Fertility event in forest, during enchanted forest.	land 1|9600 1|7F00 24|forest 1|code 0	code -26|notext 1	
1922	A strange and sinister cult ha	2	A strange and sinister cult has gained foothold among the people.	temple 0|land 1|maxdominion 3|freesites 1|unique 2|code 0|story 1	code 166|incdom -3	
1923	The mysterious Cult is gaining	0	The mysterious Cult is gaining followers and influence! Priests should be sent to lead the lost into the fold. Only the strength of your divine presence will purge this Evil from the land!	9600 25|maxdominion 5|code 166	6B00 1|code 167|incdom -2	
1924	Your divine presence has purge	0	Your divine presence has purged Evil from the land, aided by some summary executions of Cult worshipers.	dominion 6|code 167	code 0	
1925	Your priests has purged Evil f	0	Your priests has purged Evil from the land, aided by some summary executions of Cult worshipers.	dominion 3|preach 5|code 167	code 0	
1926	The Horror Cult has taken root	0	The Horror Cult has taken root! People pay secret offerings to these alien powers, foolishly hoping to escape their wrath. Their souls have been lost and further prayers to save them are futile.	9600 15|maxdominion 5|code 167	code 168|incdom -3|incscale2 Turmoil	
1927	A leader of the Horror Cult is	0	A leader of the Horror Cult is spreading his blasphemies in secret! Unless found and dealt with, the Cult will grow in power and influence!	9600 5|code 168	stealthcom 2275|incdom -3	
1928	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land!	code 168|9600 3	kill 4|com 308	
1929	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land!	monster 2275|code 168|9600 7	kill 4|com 308	
1930	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land! 	monster 2275|code 168|9600 3	kill 4|com 2213	
1931	A Horror has attacked one of y	1	A Horror has attacked one of your commanders!	commander 1|code 168|9600 3	assassin 2212	
1932	The Horror Cult has gained foo	1	The Horror Cult has gained foothold! It seems to be spreading from an adjacent province.	temple 0|nearbycode 168|unique 3|maxdominion 6|freesites 1|code 0	code 166|incdom -3	
1933	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land!	monster 2275|code 168|9600 3	kill 4|com 2211	
1934	Villagers claim their infant c	-2	Villagers claim their infant children have grown unnaturally ugly. Some have scorned their mothers' breasts and have strange cravings. This is mostly rejected as nonsense by wiser folks.	capital 0|mountain 1|unique 1|magic -1|freesites 2|code 0|story 1|land 1|minunrest 5	code 151|decscale2 Drain	
1935	One of your commanders has bee	0	One of your commanders has been waylaid and attacked!	9600 10|unique 2|commander 1|code 151	2700 2|assassin 518	
1936	The son of a noble has been se	0	The son of a noble has been set upon by trolls while hunting in the foothills! The local garrison came to aid when hearing the sound of his horn. If he survives, the young man will probably join your cause.	9600 10|unique 1|code 151	com 1037|2d6units 518|nation -2|com 1037|2d6units 518	
1937	Trolls have attacked! They are	0	Trolls have attacked! They are uncharacteristically well equipped and seem to fight with purpose.	9600 5|unique 3|code 151	2com 1037|addequip 2|6d6units 518|2d6units 1037	
1938	A goatherd claims to have seen	0	A goatherd claims to have seen a gilded gate in the side of a mountain. When he approached, it vanished. Perhaps a mage skilled in illusions or earth magic should be sent to investigate.	9600 8|code 151	6B00 1|code 152|order 1	
1939	Your mage has found a minuscul	0	Your mage has found a minuscule crack in a sheer cliff side, tracing the outline of a large gate. Some primordial magic is hiding it and preventing it from being opened. A laboratory is needed at the site to study this magic if it is to be dispelled. 	targorder 100|pathearth 2|code 152	order 0|6B00 1|code 153	
1940	A group of trolls have emerged	0	A group of trolls have emerged from the mountain at night, attacking the laboratory!	9600 30|unique 1|lab 1|code 153	2com 1037|6d6units 518|2d6units 1037	
1941	There has been a breakthrough 	0	There has been a breakthrough in the studies of the gate! The magics hiding it have been thwarted. A beautiful stone gate, inlaid with golden bands and runes, has been revealed and lead into the mountain. According to the inscriptions this is the gate to the fabled Halls of the Mountain King. Will you send an army to invade his realm, or a diplomat to parlay?	9600 30|8500 2|8900 2|lab 1|code 153	code 154|order 240	
1942	Your men have entered the moun	0	Your men have entered the mountain, following corridors roughly cut into the rock. Emerging in a large chamber, they encountered a troll in strange livery, bespeaking them. âIn the name of King Underneath, I advise you to come no further. Turn back and you will know his gratitude. Persist, and you will be crushed like tender thrush-eggs under his foot!â	targorder 105|code 154	code 157	
1943	Pushing further into the mount	0	Pushing further into the mountain, your army has been attacked by trolls. They are led by a huge specimen, clad in bronze armor, wearing a crown upon his head. His battle bellow puts fear into the hearts of men.[Midget Masher]	targorder 105|code 157	code 156|com 2541|addequip 1|2com 1037|addequip 1|6d6units 1037|6d6units 1037	
1944	The Troll King has been defeat	0	The Troll King has been defeated and his realm destroyed! In his halls were fabulous treasures gathered for hundreds of years. [Ruined Halls of the Mountain King]	nomonster 2541|code 156	code 0|gold 2300|3d6vis E|magicitem 3|magicitem 3|newsite -1	
1945	Your servant has entered the m	0	Your servant has entered the mountain, following corridors roughly cut into the rock. After some time, a troll in strange livery approached. âThe King Underneath suggests a treaty! Leave these halls for good and he will share his wealth and even come to your aid if enemies threaten. Remain, and you will feel his anger!â A mage with knowledge of the path of Earth or one skilled in illusions would perhaps be able to travel deeper without being seen. Otherwise it is probably wise to follow the heralds advice and leave the province with all your men.	targorder 106|commander 1|unique 1|code 154	code 157	
1946	Your servant has entered the m	0	Your servant has entered the mountain, following corridors roughly cut into the rock. After some time, a troll in strange livery approached. âThe King Underneath suggests a treaty! Leave these halls for good and he will share his wealth and even come to your aid if enemies threaten. Remain, and you will feel his anger!â A mage with knowledge of the path of Earth or one skilled in illusions would perhaps be able to travel deeper without being seen. Otherwise it is probably wise to follow the heralds advice and leave the province with all your men.	targorder 107|commander 1|unique 1|code 154	code 157	
1947	Your cunning mage has been abl	0	Your cunning mage has been able to trick the guardian of the mountain and travel unseen into the depths, using the Path of Earth to blend into the rock. The treasure vault of King KvÃ¤lmu has been pilfered for some of its wealth!	targorder 107|pathearth 2|9600 80|code 157|unique 2	gold 250	
1948	Your cunning mage has been abl	0	Your cunning mage has been able to trick the guardian of the mountain and travel unseen into the depths, using the Path of Earth to blend into the rock. The treasure vault of King KvÃ¤lmu has been pilfered for some of its wealth!	targorder 107|pathearth 3|9600 30|unique 1|code 157		
